CLF	DLS	ISIS	NAME	UNITS	UNITS_LONG_VERSION	SEARCHABLE	NUMERIC_VALUE	NON_NUMERIC_VALUE_FORMAT	IS_SAMPLE_PARAMETER	IS_DATASET_PARAMETER	IS_DATAFILE_PARAMETER	DESCRIPTION	VERIFIED	SEQ_NUMBER	MOD_ID	MOD_TIME	CREATE_TIME	CREATE_ID	FACILITY_ACQUIRED	DELETED
y	n	n	la3_n_comp_spectra_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_energy_leg1_green			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_energy_leg1_red			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_energy_leg2_green			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_energy_leg2_red			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_image_nf_leg1_green_integration			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_image_nf_leg1_red_integration			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_image_nf_leg2_green_integration			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_image_nf_leg2_red_integration			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_10_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_10_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_11_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_11_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_12_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_12_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_13_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_13_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_14_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_14_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_15_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_15_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_16_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_16_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_17_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_17_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_18_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_18_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_19_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_19_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_20_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_20_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_21_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_21_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_22_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_22_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_23_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_23_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_24_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_24_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_25_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_25_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_26_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_26_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_27_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_27_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_28_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_28_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_29_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_29_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_30_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_30_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_31_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_31_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_32_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_32_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_33_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_33_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_34_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_34_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_35_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_35_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_36_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_36_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_37_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_37_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_38_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_38_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_39_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_39_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_40_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_40_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_41_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_41_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_42_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_42_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_43_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_43_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_44_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_44_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_45_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_45_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_46_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_46_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_47_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_47_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_48_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_48_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_49_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_49_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_50_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_50_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_51_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_51_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_52_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_52_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_53_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_53_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_54_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_54_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_55_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowski_55_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_01_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_01_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_02_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_02_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_03_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_03_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_04_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_04_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_05_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_05_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_06_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_06_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_07_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_07_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_08_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_08_xpos			Y	N		N	N	Y		Y
y	n	n	la3_n_pump_rigowsky_09_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_rigowsky_09_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_timing_leg1_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_n_pump_timing_leg2_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_fibre_25			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_max			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_pass1			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_pass2			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_pass3			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_energy_pass4			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_inp_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_pass4_ff_x_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_pass4_ff_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_pass4_ff_y_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_pass4_ff_ypos			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_image_pass4_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_spectra_centre			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_spectra_fppl			Y	N		N	Y	Y		Y
y	n	n	la3_n_uncomp_spectra_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_energy_max			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_frog_pulse_length			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_image_ff_x_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_image_ff_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_image_ff_y_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_image_ff_ypos			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_image_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_pressure			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_spectra_centre			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_spectra_fppl			Y	N		N	Y	Y		Y
y	n	n	la3_s_comp_spectra_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_energy_leg1_green			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_energy_leg1_red			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_energy_leg2_green			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_energy_leg2_red			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_image_nf_leg1_green_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_image_nf_leg1_red_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_image_nf_leg2_green_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_image_nf_leg2_red_integration			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_10_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_10_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_11_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_11_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_12_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_12_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_13_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_13_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_14_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_14_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_15_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_15_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_16_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_16_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_17_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_17_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_18_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_18_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_19_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_19_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_20_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_20_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_21_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_21_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_22_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_22_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_23_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_23_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_24_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_24_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_25_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_25_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_26_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_26_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_27_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_27_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_28_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_28_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_29_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_29_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_30_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_30_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_31_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_31_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_32_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_32_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_33_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_33_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_34_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_34_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_35_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_35_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_36_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_36_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_37_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_37_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_38_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_38_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_39_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_39_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_40_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_40_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_41_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_41_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_42_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_42_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_43_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_43_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_44_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_44_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_45_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_45_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_46_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_46_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_47_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_47_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_48_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_48_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_49_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_49_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_50_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_50_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_51_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_51_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_52_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_52_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_53_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_53_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_54_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_54_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_55_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowski_55_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_01_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_01_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_02_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_02_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_03_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_03_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_04_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_04_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_05_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_05_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_06_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_06_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_07_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_07_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_08_fwhm			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_08_xpos			Y	N		N	N	Y		Y
y	n	n	la3_s_pump_rigowsky_09_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_rigowsky_09_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_timing_leg1_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_s_pump_timing_leg2_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_fibre_25			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_max			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_pass1			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_pass2			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_pass3			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_energy_pass4			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_inp_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_pass4_ff_x_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_pass4_ff_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_pass4_ff_y_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_pass4_ff_ypos			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_image_pass4_nf_integration			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_spectra_centre			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_spectra_fppl			Y	N		N	Y	Y		Y
y	n	n	la3_s_uncomp_spectra_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_delay			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_energy_fib			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_energy_n			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_energy_s			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_image_integration			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_image_x_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_image_xpos			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_image_y_fwhm			Y	N		N	Y	Y		Y
y	n	n	la3_sad_table_image_ypos			Y	N		N	Y	Y		Y
y	y	y	la3_sad_table_spectra_fppl	N/A	N/A	N	N		N	Y	Y	Already in INVESTIGATION table.	Y
y	y	y	la3_sad_table_spectra_fwhm	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
n	n	y	magnetic_field_state	N/A	N/A	N	N		N	N	Y		Y
n	n	n	max_sample_electric_field	V/m	Volt per meter	Y	N		N	Y	Y		Y
n	n	n	max_sample_magnetic_field	A/m	Amper per meter	Y	N		N	Y	Y		Y
n	n	n	max_sample_pressure	Pa	pascal	Y	N		N	Y	Y		Y
n	n	n	max_sample_stress	Pa	pascal	Y	N		N	Y	Y		Y
n	n	n	max_sample_temperature	K	kelvin	Y	N		N	Y	Y		Y
n	n	n	max_wavelength	nm	nanometer	Y	N		N	Y	Y		Y
n	n	n	min_sample_electric_field	V/m	volt per meter	Y	N		N	Y	Y		Y
n	n	n	min_sample_magnetic_field	A/m	Amper per meter	Y	N		N	Y	Y		Y
n	n	n	min_sample_pressure	Pa	pascal	Y	N		N	Y	Y		Y
n	n	n	min_sample_stress	Pa	pascal	Y	N		N	Y	Y		Y
n	n	n	min_sample_temperature	K	Kelvin	Y	N		N	Y	Y		Y
n	n	n	min_wavelength	nm	nanometer	Y	N		N	Y	Y		Y
n	n	y	monitor_sum1	neutrons	neutrons	Y	N		N	Y	Y		Y
n	n	y	monitor_sum2	neutrons	neutrons	Y	N		N	Y	Y		Y
n	n	y	monitor_sum3	neutrons	neutrons	Y	N		N	Y	Y		Y
n	n	y	nexus_version	N/A	N/A	N	N		N	Y	Y		Y
y	n	n	oscillator_material			N	N		U	U	U	CLF : Material used to produce the Laser.	Y
n	y	n	other equipment hazards			N	N		Y	N	N		Y
n	y	n	other hazards			N	N		Y	N	N		Y
n	y	n	other sample prep hazards			N	N		Y	N	N		Y
n	y	n	other special equipment requirements			N	N		Y	N	N		Y
n	y	n	prep lab required			N	N		Y	N	N		Y
y	y	y	proposal_requirements	N/A	N/A	N	N		N	Y	Y	From the proposal	Y
n	y	n	protein_acronyme			N	N		Y	N	N	From  ISPyB	Y
n	y	n	protein_molecularMass			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	protein_name			N	N		Y	N	N	From  ISPyB	Y
n	y	n	protein_sequence			N	N		Y	N	N	From  ISPyB	Y
n	y	n	protein_type			N	N		Y	N	N	From  ISPyB	Y
n	n	y	raw_total_frames	N/A	N/A	Y	N		N	N	Y	total frames collected in all periodes	Y
n	n	y	run_duration	sec	seconds	Y	N		N	N	Y		Y
n	n	y	run_header	N/A	N/A	N	N		N	N	Y		Y
n	n	y	run_id	N/A	N/A	N	N		N	N	Y	Other possible name : shot_id	Y
n	n	y	run_number	N/A	N/A	Y	N		N	N	Y	Other possible name : shot_number	Y
n	n	y	run_title	N/A	N/A	N	N		N	N	Y		Y
n	y	n	sample_comment	N/A	N/A	N	N		N	N	Y	From  ISPyB	Y
n	n	n	sample_dimension1	mm	millimeter	Y	N		Y	N	N		Y
n	n	n	sample_dimension2	mm	millimeter	Y	N		Y	N	N		Y
n	n	n	sample_dimension3	mm	millimeter	Y	N		Y	N	N		Y
n	n	n	sample_dimension4	mm	millimeter	Y	N		Y	N	N		Y
n	y	n	sample_holder_length			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	sample_loop_length			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	sample_loop_type			N	N		Y	N	N	From  ISPyB	Y
y	y	y	sample_preparation_date	N/A	N/A	N	N		N	N	Y		Y
y	y	y	sample_type	N/A	N/A	N	N		N	N	Y		Y
n	y	n	sample_wirewidth			Y	N		Y	N	N	From  ISPyB	Y
n	y	n	sensitive to air			N	N		Y	N	N		Y
n	y	n	sensitive to vapour			N	N		Y	N	N		Y
